Produtos,,,,,,,,,,,,,,,,
Código,Código de barras,Nome,Estoque,Custo,Venda Preço unit.,Data última compra,Percentual % markup da última precificação,UN,Qt mínima estoque,Preço última compra,GRUPO,Códigos de barras/EANS,Observação,Pesável,Tipo de produto,Qt Máxima Estoque
1963,618341317550,MAGNESIO INOSITOL MARACUJA RELIEF 3.0 TRUE SOURCE,1,"156,22",245,,"56,83",UN,0,,ENCAPSULADOS,618341317550,,Não,00 - Mercadoria para revenda,0
10518650459,7908793300419,Magnesio Mg Complex  90 Caps Essential,6,"63,6",106,31/03/2026,"66,67",UN,0,,SUPLEMENTOS,7908793300419,,Não,00 - Mercadoria para revenda,0
1051865095,7898665434901,MAGNESIO PLUS 90CPS (MAG QUELATO+VIT B6) VITAFOR,1,"57,5","95,9",29/12/2025,"66,78",UN,0,,ENCAPSULADOS,7898665434901,,Não,00 - Mercadoria para revenda,0
1754,7898636862429,MAGNESIO QUELATO 500MG 120CPS NATTUBRAS,0,"29,75","59,9",24/03/2026,"101,34",UN,0,,ENCAPSULADOS,7898636862429,,Não,00 - Mercadoria para revenda,0
3090,7898638071195,MAGNESIO QUELATO 500MG 60CAPS CLINOAGE ,0,"14,1","27,5",,0,UN,0,,ENCAPSULADOS,7898638071195,,Não,00 - Mercadoria para revenda,0
3072,7898636862207,MAGNESIO QUELATO 500MG 60CPS  NATTUBRAS,0,"18,04","34,9",24/06/2025,"93,46",UN,0,,ENCAPSULADOS,7898636862207,,Não,00 - Mercadoria para revenda,0
10337,7898655960236,MAGNESIO QUELATO 550MG 30CPS MACROPHYTUS,3,"8,07","31,9",08/04/2026,"295,29",UN,0,,ENCAPSULADOS,7898655960236,,Não,00 - Mercadoria para revenda,0
1661,7898665752227,MAGNESIO TAURATO 60CPS DUOM,0,"23,63","44,9",18/07/2025,"90,01",UN,0,,ENCAPSULADOS,7898665752227,,Não,00 - Mercadoria para revenda,0
3126,7898664817835,MAGNESIO TREONATO 500MG  60 CAPS 4ELEMENTOS,0,"19,99","39,9",,0,UN,0,,ENCAPSULADOS,7898664817835,,Não,00 - Mercadoria para revenda,0
3471,7898686182065,MAGNESIO TREONATO 60CPS 500MG CN,0,"20,21","44,9",24/03/2026,"122,17",UN,0,,ENCAPSULADOS,7898686182065,,Não,00 - Mercadoria para revenda,0
1705,789003124318,MAGNESIO TREONATO 60CPS 500MG NEWFOUR,4,"22,75","44,9",04/02/2026,"97,36",UN,0,,ENCAPSULADOS,789003124318,,Não,00 - Mercadoria para revenda,0
2300,7894911851379,MAGNESIO TREONATO 60CPS 600MG SL,0,"24,83","46,9",08/01/2026,"88,88",UN,0,,ENCAPSULADOS,7894911851379,,Não,00 - Mercadoria para revenda,0
1706,789003125681,MAGNESIO TREONATO + INOSITOL 60CPS 500MG NEWFOUR,0,"35,99","61,9",28/02/2026,"71,99",UN,0,,ENCAPSULADOS,789003125681,,Não,00 - Mercadoria para revenda,0
1051865051,7898636862405,MAGNESIO TRI MAGNESIO(DIMALATO/QUELATO/CITRATO) 60CPS 600MG NATTUBRAS,0,"26,77","49,9",20/03/2026,"86,4",UN,0,,ENCAPSULADOS,7898636862405,,Não,00 - Mercadoria para revenda,0
10499,7897104902445,MALTO DEXTRINA GUARANA C/ ACAI 1KG BODYACTION,1,"26,27","44,9",10/03/2025,"70,92",UN,0,,SUPLEMENTOS,7897104902445,,Não,00 - Mercadoria para revenda,0
1604,7899941200371,MALTO DEXTRINA GUARANA C/ ACAI 1KG PROBIOTICA,0,"16,78","39,9",29/10/2025,"137,78",UN,0,,SUPLEMENTOS,7899941200371,MEDFARMA,Não,00 - Mercadoria para revenda,0
105186474,7897104902384,MALTO DEXTRINA UVA 1KG BODYACTION,1,"21,34","33,5",26/03/2025,"56,98",UN,0,,SUPLEMENTOS,7897104902384,,Não,00 - Mercadoria para revenda,0
213,,MANJERICAO FLOCOS KG,"0,278","10,99",35,26/02/2026,"218,47",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
288,,MANJERONA FLOCOS KG,"1,198","10,66",34,15/10/2025,"218,95",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
10395,7898596082776,MANTEIGA DE COCO 200G TRADICIONAL COPRA,0,"11,09","19,9",29/11/2024,"79,44",UN,0,,GERAL,7898596082776,,Não,00 - Mercadoria para revenda,0
10350,7898555832107,MANTEIGA GHEE 200G CASA NA ARVORE,1,"21,5","34,5",08/04/2026,"60,47",UN,0,,GERAL,7898555832107,,Não,00 - Mercadoria para revenda,0
10404,7898555832121,MANTEIGA GHEE 500G CASA NA ARVORE,1,"44,5","69,9",04/04/2026,"57,08",UN,0,,GERAL,7898555832121,,Não,00 - Mercadoria para revenda,0
20006,,MANTEIGA HIDRATANTE DIVERSOS - LUZO,1,30,"59,9",,"99,67",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
1585,7898598728429,MARACUJA PASSIFLORA 500MG 60CAPS  KURYERVAS,0,"13,68","29,9",27/03/2026,"118,57",UN,0,,ENCAPSULADOS,7898598728429,,Não,00 - Mercadoria para revenda,0
528,,MARAPUAMA PO KG,"1,289","22,8",52,08/04/2026,"128,07",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3485,7896438210356,"MASSA NITRO WHEY PCT 2,52KG CHOC HIPERCALORICO PROBIOTICA",1,"74,72","149,9",21/02/2026,"100,62",PC,0,,SUPLEMENTOS,7896438210356,,Não,00 - Mercadoria para revenda,0
2368,7896035990088,MASSA TAPIOCA  500G AMAFIL,0,"4,3","7,9",02/04/2026,"83,72",UN,0,,GRANEL,7896035990088,,Não,00 - Mercadoria para revenda,0
1641,7898311580181,MASSA TAPIOCA 500G DA BRANCA,0,"3,54","7,9",9/7/2025,"123,16",UN,0,,GRANEL,7898311580181,,Não,00 - Mercadoria para revenda,0
10355,7896035990095,MASSA TAPIOCA AMAFIL 1KG,0,"9,5","15,9",10/11/2023,"67,37",UN,0,,GERAL,7896035990095,,Não,00 - Mercadoria para revenda,0
105186492,7898920041318,MASS TITANIUM 17500 WHEY PCT 3KG BAUNILHA HIPERCALORICO MAX,0,"89,315","134,9",20/11/2025,"51,04",UN,0,,SUPLEMENTOS,7898920041318,,Não,00 - Mercadoria para revenda,0
105186493,7898920041219,MASS TITANIUM 17500 WHEY PCT 3KG CHOCOLATE HIPERCALORICO MAX,0,"89,315","134,9",30/09/2025,"51,04",UN,0,,SUPLEMENTOS,7898920041219,,Não,00 - Mercadoria para revenda,0
1051865199,7898920041226,MASS TITANIUM 17500 WHEY PCT 3KG MORANGO HIPERCALORICO MAX,0,"88,9002","134,9",09/12/2024,"51,74",UN,0,,SUPLEMENTOS,7898920041226,,Não,00 - Mercadoria para revenda,0
3382,7899941201248,"MASS TITANIUM 17500 WHEY ZERO LACTOSE REFIL 2,4KG CHOCO MAX",0,"82,30206","139,9",12/04/2024,"69,98",UN,0,,SUPLEMENTOS,7899941201248,,Não,00 - Mercadoria para revenda,0
105186486,7899941201255,"MASS TITANIUM 17500 WHEY ZERO LACTOSE REFIL 2,4KG MORANGO MAX",0,"77,1358","139,9",20/12/2024,"81,37",UN,0,,SUPLEMENTOS,7899941201255,,Não,00 - Mercadoria para revenda,0
3230,7898920041356,"MASS TITANIUM HIPERCALORICO WHEY PCT 1,4KG BAUNILHA MAX",0,"44,8899","85,5",16/10/2024,"90,47",UN,0,,SUPLEMENTOS,7898920041356,,Não,00 - Mercadoria para revenda,0
3229,7898920041240,"MASS TITANIUM HIPERCALORICO WHEY PCT 1,4 KG CHOCOLATE MAX",0,"44,995","85,5",22/04/2024,"90,02",UN,0,,SUPLEMENTOS,7898920041240,,Não,00 - Mercadoria para revenda,0
10444,7898920041257,"MASS TITANIUM HIPERCALORICO WHEY PCT 1,4KG MORANGO MAX",0,45,"85,5",13/03/2024,90,UN,0,,SUPLEMENTOS,7898920041257,,Não,00 - Mercadoria para revenda,0
2827,7898483537389,MATCHA LEGITIMO PURO CHA SACHE 30G  -  UNILIFE,0,"17,77545","29,9",24/01/2026,"68,21",UN,0,,GERAL,7898483537389,,Não,00 - Mercadoria para revenda,0
2828,7898483537396,MATCHA TERMO FIT - CHA INST. 220GR POTE - UNILIFE,1,"31,69","54,9",02/12/2024,"73,24",UN,0,,GERAL,7898483537396,,Não,00 - Mercadoria para revenda,0
105132,7898655964982,MDK CARTIFLAN (COLAG. 2/MAGNESIO/D3/K2) 1000MG 30CPS MACROPHYTUS,3,"32,01","54,9",13/01/2026,"71,51",UN,0,,ENCAPSULADOS,7898655964982,,Não,00 - Mercadoria para revenda,0
3466,7898655966313,MDK CARTIFLAN (COLAG. 2/MAGNESIO/D3/K2) 1000MG 60CPS MACROPHYTUS,1,"49,94","84,9",,70,UN,0,,ENCAPSULADOS,7898655966313,,Não,00 - Mercadoria para revenda,0
105107,7898943044938,MEGA DHA 120CPS OMEGA 3 (DHA 1500) (EPA 300) VITAFOR,0,"128,9639","199,9",09/03/2026,55,UN,0,,ENCAPSULADOS,7898943044938,,Não,00 - Mercadoria para revenda,0
BALDE,1996,"MEL 2,5KG BALDE MEL JC S/ ETIQUETA",1,50,75,02/12/2025,50,UN,0,,GERAL,1996,C20KG  ,Não,00 - Mercadoria para revenda,0
2414,7896181700791,MELADO BISNAGA 250GR DACOLONIA,9,"7,13","12,5",07/04/2026,"75,32",UN,0,,GERAL,7896181700791,,Não,00 - Mercadoria para revenda,0
10518650456,7896396030638,MELADO BISNAGA 250GR MINAMEL,0,"5,9","10,5",28/05/2025,"77,97",UN,0,,GERAL,7896396030638,,Não,00 - Mercadoria para revenda,0
3526,735810153034,MELADO DE CANA ARTESANAL 500GR PITZ,0,"7,5","15,9",21/03/2026,112,UN,0,,GERAL,735810153034,FEIRA IGR,Não,00 - Mercadoria para revenda,0
105155,7898589728506,MELAO DE SAO CAETANO 60CPS 500MG KURYERVAS PHD,4,"15,95","31,9",01/04/2026,100,UN,0,,ENCAPSULADOS,7898589728506,,Não,00 - Mercadoria para revenda,0
2303,7894911851539,MELAO DE SAO CAETANO  60CPS 500MG SL,0,"14,84","31,9",9/1/2026,"114,96",UN,0,,ENCAPSULADOS,7894911851539,,Não,00 - Mercadoria para revenda,0
10430,691325628989,MELATONINA 10MG 100CPS MELATONIN PROSIZE,0,60,175,10/7/2024,"191,67",UN,0,,ENCAPSULADOS,691325628989,AMARILDO PROSIZE,Não,00 - Mercadoria para revenda,0
1750,7808356913011,MELATONINA 10MG 30CPS RN,0,"25,46","69,9",08/10/2025,"174,55",UN,0,,ENCAPSULADOS,7808356913011,,Não,00 - Mercadoria para revenda,0
1906,1946753214860,MELATONINA 10MG 60CPS PINNXLABS,1,"49,9","149,9",,"200,4",UN,0,,ENCAPSULADOS,1946753214860,,Não,00 - Mercadoria para revenda,0
3540,7898636862719,MELATONINA 210MCG 120 COMPRIM. MASTIG MARACUJ NATTUBRAS,1,"20,14","44,9",7/4/2026,"122,94",UN,0,,ENCAPSULADOS,7898636862719,,Não,00 - Mercadoria para revenda,0
10336,7898655963886,MELATONINA 210MCG 200 COMPRIM. MASTIG MARACUJ MACROPHYTUS,0,"29,42","79,9",20/01/2026,"171,58",UN,0,,ENCAPSULADOS,7898655963886,,Não,00 - Mercadoria para revenda,0
3017,7898589729909,MELATONINA 3MG 60CPS RN,1,"29,45","69,9",20/3/2026,"137,35",UN,0,,ENCAPSULADOS,7898589729909,,Não,00 - Mercadoria para revenda,0
1905,1234567890128,MELATONINA 5MG 60CPS PINNXLABS,0,"39,9","79,9",22/10/2025,"100,25",UN,0,,ENCAPSULADOS,1234567890128,,Não,00 - Mercadoria para revenda,0
3058,7898615895318,MELATONINA DORMONATUS GOTAS 20ML LASANDAY,2,"15,95","31,9",04/02/2026,100,UN,0,,GERAL,7898615895318,,Não,00 - Mercadoria para revenda,0
1928,7898665433188,MELATONINA SABOR MENTA GOTAS 20ML VITAFOR,2,"35,14","59,9",06/02/2026,"70,46",UN,0,,GERAL,7898665433188,,Não,00 - Mercadoria para revenda,0
10335,7898655967938,MELATONINA+TRIPTO 650MG 30CPS(MELANIL) MACROPHYTUS,0,"20,24","44,9",18/03/2026,"121,84",UN,0,,ENCAPSULADOS,7898655967938,,Não,00 - Mercadoria para revenda,0
1051865057,7908793301362,MELATONIN DUO HARMONY MELATONINA 120CPS ESSENTIAL ,6,"88,8",148,12/03/2026,"66,67",UN,0,,ENCAPSULADOS,7908793301362,,Não,00 - Mercadoria para revenda,0
1051865056,7908793301355,MELATONIN DUO MELATONINA 120 COMP. MENTA ESSENTIAL ,7,45,"76,9",09/04/2026,"70,89",UN,0,,ENCAPSULADOS,7908793301355,,Não,00 - Mercadoria para revenda,0
1051865071,630941538845,MEL DE ABELHA JATAÍ SEM FERRAO 140G  (MEL JC),0,35,56,08/12/2025,60,UN,0,,GERAL,630941538845,,Não,00 - Mercadoria para revenda,0
1051865072,630941538852,MEL DE ABELHA MANDAÇAIA SEM FERRAO 140G  (MEL JC),0,35,"49,9",20/12/2025,"42,57",UN,0,,GERAL,630941538852,,Não,00 - Mercadoria para revenda,0
1612,40141958563,"MEL DE MELATO DE BRACATINGA 250G ""MEL JC"" BRACATINGA ",0,15,"37,5",30/12/2025,150,UN,0,,GERAL,40141958563,,Não,00 - Mercadoria para revenda,0
105186480,808080,"MEL DE MELATO DE BRACATINGA 800G ""MEL JC"" BRACATINGA ",0,32,"59,9",25/02/2026,"87,19",UN,0,,GERAL,808080,,Não,00 - Mercadoria para revenda,0
1051865073,40141414014,MEL ORGANICO 800G VD MEL JC ((SELO ORGANICO)),0,29,"44,9",11/03/2026,"54,83",UN,0,,GERAL,40141414014,C27.50KG  V46.88,Não,00 - Mercadoria para revenda,0
323,,MEL ORGANICO 800G VD MEL JC S/ ETIQUETA,3,30,"51,9",06/04/2026,73,UN,0,,GERAL,,C27.50KG  V46.88,Não,00 - Mercadoria para revenda,0
2731,619205930632,MEL ORGANICO BISNAGA 270G MEL JC,6,"9,9","17,9",09/04/2026,"80,81",UN,0,,GERAL,619205930632,C40KG  V66KG - ERACUST10,Não,00 - Mercadoria para revenda,0
2732,619205930625,MEL ORGANICO BISNAGA 500G MEL JC,0,"15,9","29,9",03/03/2026,"88,05",UN,0,,GERAL,619205930625,C30KG V53.80,Não,00 - Mercadoria para revenda,0
1698,40141958549,MEL ORGANICO VIDRO 500G MEL JC,0,"19,9",37,09/04/2026,"85,93",UN,0,,GERAL,40141958549,C30KG V53.80,Não,00 - Mercadoria para revenda,0
2591,7897266800122,MEL SACHE MEL MELZINHO SULMEL,132,"0,27","0,5",10/04/2026,"85,19",UN,0,,GERAL,7897266800122,POTE 1200G (275 SACHES)  SULMEL,Não,00 - Mercadoria para revenda,0
10340,7898655963787,MEMORIOVIT 30CPR (POLIV.A-Z) MACROPHYTUS,2,"7,04","24,9",09/03/2026,"253,69",UN,0,,ENCAPSULADOS,7898655963787,,Não,00 - Mercadoria para revenda,0
2701,7898267020045,METAPLUS MEL COMPOSTO 290G ESSENZA,1,"18,19","31,9",09/03/2026,"75,37",UN,0,,ENCAPSULADOS,7898267020045,,Não,00 - Mercadoria para revenda,0
10372,,MEXEDOR GRANDE PAZINHA CRISTAL DEGUSTACAO - C/240 ,1,"11,9","11,9",,0,PT,0,,MOSTRUARIOS E ATIVO FIXO,,,Não,00 - Mercadoria para revenda,0
105167,7896979509209,MEXEDOR GRANDE TR - C/250 COPAZA,1,"7,45","7,45",,0,PT,0,,INSUMOS E EMBALAGENS,7896979509209,,Não,00 - Mercadoria para revenda,0
148,,MILHO TOR MOSTARDA MEL KG,"1,568","27,34",77,8/4/2026,"181,64",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
225,,MIST BOLO CASTANHA PARA,0,"8,3","19,5",02/04/2026,"134,94",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
228,,MIST BOLO CHOCOLATE SAUDAVEL,0,"4,82","17,9",21/03/2026,"271,37",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
449,,MIST BOLO COCO,0,"6,67","17,9",03/07/2025,"168,37",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
226,,MIST BOLO COCO E CASTANHA PARA,0,"11,51","19,9",20/02/2026,"72,89",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
227,,MIST BOLO FRUTAS CRISTALIZADAS,0,"5,86","17,9",01/04/2026,"205,46",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
362,,MIST BOLO NOZES,0,"8,5","17,9",18/03/2026,"106,46",UN,0,,GERAL,,11.07,Não,00 - Mercadoria para revenda,0
1769,,MIST BOLO NOZES E COCO,0,"10,21","17,9",02/04/2026,"75,32",UN,0,,GERAL,,11.07,Não,00 - Mercadoria para revenda,0
448,,MIST BOLO S/ GLUTEN CASTANHA PARA / SARRACENO,0,"14,93","19,9",18/11/2025,"33,29",UN,0,,GERAL,,ok,Não,00 - Mercadoria para revenda,0
456,,MIST BOLO S/ GLUTEN CHOCOLATE SAUDAVEL/SARRACENO,0,"4,72","18,9",07/10/2025,"416,39",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
459,,MIST BOLO S/ GLUTEN CHOCOLATE SAUDAVEL/SARRACENO S/ ACUCAR,0,"2,54","18,9",,"644,09",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
455,,MIST BOLO S/ GLUTEN COCO E CASTANHA PARA / SARRACENO,0,"13,88","18,9",08/12/2025,"28,66",UN,0,,GERAL,,ok,Não,00 - Mercadoria para revenda,0
457,,MIST BOLO S/ GLUTEN NOZES / SARRACENO,0,"6,21","18,9",31/10/2025,"203,37",UN,0,,GERAL,,ok,Não,00 - Mercadoria para revenda,0
20016,7898968195110,MIST P/ PREPARO PANQUECAS PROTEICAS SABOR LEITINHO 100G LA GANEXA,2,"17,00595","25,9",,"52,3",UN,0,,GERAL,7898968195110,,Não,00 - Mercadoria para revenda,0
105189,7896084700812,MIX DE FARINHAS BOLOS S/ GLUTEN 500G RISOVITA,0,"9,26","14,9",17/02/2025,"60,91",UN,0,,GERAL,7896084700812,,Não,00 - Mercadoria para revenda,0
105158,7896084700829,MIX DE FARINHAS PAES/PIZZAS/MASSAS S/ GLUTEN 500G RISOVITA,1,"9,84","15,9",16/12/2025,"61,59",UN,0,,GERAL,7896084700829,,Não,00 - Mercadoria para revenda,0
353,,MIX FRUTAS SECAS DESIDRATADAS KG,"0,308","67,37",115,08/01/2026,"70,7",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
530,,MIX FRUTAS TROPICAIS KG,"0,178","82,63",169,07/04/2026,"104,53",KG,0,,GRANEL,,JANDIRA,Sim,00 - Mercadoria para revenda,0
352,,MIX NUTS SAUDAVEL  SB  KG,"0,187","62,78",105,01/04/2026,"67,25",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3454,,"MIX OLEAGINOSAS (CAJU,AMENDOA,NOZES) 20G EMBALADO",0,"1,08","3,5",01/04/2026,"224,07",UN,0,,GERAL,,Beleti /Michelle Cecchin  /  (((01un Noz Chilena Inteira / 04un Caju W1 Sem Sal / 04un Amendoa Natural))),Sim,00 - Mercadoria para revenda,0
3512,,MIX OLEAGINOSAS (CAJU E AMENDOA) 20G EMBALADO,0,"1,28",3,26/02/2026,"134,38",UN,0,,GERAL,,Filha Beleti,Sim,00 - Mercadoria para revenda,0
1949,,"MIX OLEAGINOSAS (PISTACHE) (CAJU,AMENDOA,NOZES) 20G EMBALADO",0,"1,43","3,5",03/03/2026,"144,76",UN,0,,GERAL,,DAL BELLO,Sim,00 - Mercadoria para revenda,0
479,,"MIX PRE TREINO NATURAL (GUARANA,GENG.BETERRABA,FAR.UVA) ",0,"12,58","26,9",07/02/2026,"109,66",UN,0,,GERAL,,,Sim,00 - Mercadoria para revenda,0
1818,7896573360329,MOLHO SALADA ITALIANO 300ML TASTE,1,"17,16","29,9",26/01/2026,"74,24",UN,0,,ENCAPSULADOS,7896573360329,,Não,00 - Mercadoria para revenda,0
105186501,7898596081885,MOLHO SHOYU COCO COPRA,2,"6,75","12,9",10/03/2026,"91,11",UN,0,,GERAL,7898596081885,,Não,00 - Mercadoria para revenda,0
3068,7898636861019,MORESBELT 60CPS 600MG  EXTRATO LARANJA MORO,0,"33,94","69,9",13/01/2024,"105,95",UN,0,,ENCAPSULADOS,7898636861019,,Não,00 - Mercadoria para revenda,0
105188,7898686180726,MORINGA OLEIFERA 120CPS 500MG CN,0,"36,87","63,9",23/03/2026,"73,31",UN,0,,ENCAPSULADOS,7898686180726,,Não,00 - Mercadoria para revenda,0
3146,7898686180344,MORINGA OLEIFERA 60CPS 500MG CN,0,"23,18","39,9",04/11/2025,"72,13",UN,0,,ENCAPSULADOS,7898686180344,,Não,00 - Mercadoria para revenda,0
1802,7899925400476,MORINGA OLEIFERA 60CPS 500MG GOLDCAPS,2,"14,41","34,9",08/04/2026,"142,19",UN,0,,ENCAPSULADOS,7899925400476,,Não,00 - Mercadoria para revenda,0
499,,MORINGA PO KG,"1,542","49,8","119,9",08/04/2026,"140,76",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1051865157,618341771611,MORNING SHOT 2.0 LIMAO POTE 144G SUBLYME SUPERCOFFEE,1,"76,61","129,9",02/04/2026,"69,56",UN,0,,ENCAPSULADOS,618341771611,,Não,00 - Mercadoria para revenda,0
1767,40141154866,MORNING SHOT 2.0 MELANCIA POTE 144G SUBLYME SUPERCOFFEE,0,"76,61","129,9",30/10/2025,"69,56",UN,0,,ENCAPSULADOS,40141154866,,Não,00 - Mercadoria para revenda,0
1051865156,619205361849,MORNING SHOT 2.0 SACHE LIMAO 6G SUBLYME SUPERCOFFEE,9,"4,59","7,9",31/03/2026,"72,11",UN,0,,ENCAPSULADOS,619205361849,,Não,00 - Mercadoria para revenda,0
3500,40141154996,MORNING SHOT 2.0 SACHE MELANCIA 6G SUBLYME SUPERCOFFEE,12,"4,59","7,9",31/03/2026,"72,11",UN,0,,ENCAPSULADOS,40141154996,,Não,00 - Mercadoria para revenda,0
1826,40141155009,MORNING SHOT 2.0 SACHE TANGERINA 6G SUBLYME SUPERCOFFEE,14,"4,59","7,9",31/03/2026,"72,11",UN,0,,ENCAPSULADOS,40141155009,,Não,00 - Mercadoria para revenda,0
1051865274,40141154873,MORNING SHOT 2.0 TANGERINA POTE 144G SUBLYME SUPERCOFFEE,2,"76,61","129,9",30/12/2025,"69,56",UN,0,,ENCAPSULADOS,40141154873,,Não,00 - Mercadoria para revenda,0
371,,MOSTARDA AMARELA GRAO KG,"0,346","19,37",61,26/03/2026,"214,92",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
208,,MOSTARDA AMARELA PO KG,"0,384","19,99",44,08/04/2026,"120,11",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2900,7898501763080,MOST. CLASSICA ALFAZEMA PROVENCAL,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763080,,Não,00 - Mercadoria para revenda,0
2901,7898501763097,MOST. CLASSICA AMBAR,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763097,,Não,00 - Mercadoria para revenda,0
2902,7898501763103,MOST. CLASSICA BABY,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763103,,Não,00 - Mercadoria para revenda,0
2904,7898501763172,MOST. CLASSICA CANELA DA INDIA,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763172,,Não,00 - Mercadoria para revenda,0
2905,7898501763189,MOST. CLASSICA CAPIM LIMAO,2,"3,75","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763189,,Não,00 - Mercadoria para revenda,0
2949,7898501766432,MOST. CLASSICA CARVALHO,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501766432,,Não,00 - Mercadoria para revenda,0
2907,7898501763226,MOST. CLASSICA CITRONELA,2,"3,67","3,67",,"-99,73",UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763226,,Não,00 - Mercadoria para revenda,0
2908,7898501763240,MOST. CLASSICA DELICATE,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763240,,Não,00 - Mercadoria para revenda,0
2972,7898501768757,MOST. CLASSICA JASMIM BRANCO,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501768757,,Não,00 - Mercadoria para revenda,0
2913,7898501763448,MOST. CLASSICA MACA C/ CANELA,2,"3,75","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763448,,Não,00 - Mercadoria para revenda,0
2915,7898501763479,MOST. CLASSICA MAGNOLIA,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763479,,Não,00 - Mercadoria para revenda,0
2916,7898501763486,MOST. CLASSICA MORANGO SWEET,1,"2,5","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763486,,Não,00 - Mercadoria para revenda,0
2918,7898501763578,MOST. CLASSICA VANILLA,2,"3,79","3,79",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763578,,Não,00 - Mercadoria para revenda,0
2919,7898501763592,MOST. OLEO ESSENCIAL 5ML ALECRIM,3,"4,54","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763592,,Não,00 - Mercadoria para revenda,0
2920,7898501763608,MOST. OLEO ESSENCIAL 5ML BERGAMOT ITALY,1,"11,3","11,3",03/10/2025,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763608,,Não,00 - Mercadoria para revenda,0
2971,7898501768559,MOST. OLEO ESSENCIAL 5ML CANELA DA CHINA,1,"3,83","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501768559,,Não,00 - Mercadoria para revenda,0
2921,7898501763622,MOST. OLEO ESSENCIAL 5ML CITRONELA,1,"2,74","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763622,,Não,00 - Mercadoria para revenda,0
2922,7898501763646,MOST. OLEO ESSENCIAL 5ML EUCALIPTUS GLOBULUS,2,"2,81","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763646,,Não,00 - Mercadoria para revenda,0
2923,7898501763653,MOST. OLEO ESSENCIAL 5ML GERANIO,1,"6,84","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763653,,Não,00 - Mercadoria para revenda,0
2955,7898501766722,MOST. OLEO ESSENCIAL 5ML LARANJA DOCE,1,"2,45","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501766722,,Não,00 - Mercadoria para revenda,0
2924,7898501763677,MOST. OLEO ESSENCIAL 5ML LAVANDA,3,"4,06","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763677,,Não,00 - Mercadoria para revenda,0
2925,7898501763714,MOST. OLEO ESSENCIAL 5ML MENTA PIPERITA,2,"3,96","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763714,,Não,00 - Mercadoria para revenda,0
2938,7898501765916,MOST. OLEO ESSENCIAL 5ML TEA TREE/MELALEUCA,1,"5,16","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501765916,,Não,00 - Mercadoria para revenda,0
2899,7898501763073,MOST. VIA AROMA 5ML CLASSICA ALECRIM SILVESTRE,1,"3,42","0,01",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7898501763073,,Não,00 - Mercadoria para revenda,0
